unique_team_id_x,pass_summary_grades_hands_fumble,pass_summary_grades_offense,pass_summary_grades_pass,pass_summary_grades_run,height_clean_qbs,speed_clean_qbs,hand_size_qbs,arm_length_qbs,bench_qbs,vertical_qbs,broad_jump_qbs,shuttle_qbs,3cone_qbs,explosive_qbs,size_speed_qbs,draft_yr_qbs,round_qbs,selection_qbs,numeric_id_x,pass_summary_player_game_count,pass_summary_accuracy_percent,pass_summary_aimed_passes,pass_summary_attempts,pass_summary_avg_depth_of_target,pass_summary_avg_time_to_throw,pass_summary_bats,pass_summary_big_time_throws,pass_summary_btt_rate,pass_summary_completion_percent,pass_summary_completions,pass_summary_declined_penalties,pass_summary_def_gen_pressures,pass_summary_drop_rate,pass_summary_dropbacks_x,pass_summary_drops,pass_summary_first_downs,pass_summary_hit_as_threw,pass_summary_interceptions,pass_summary_passing_snaps,pass_summary_penalties,pass_summary_pressure_to_sack_rate,pass_summary_qb_rating,pass_summary_sack_percent,pass_summary_sacks,pass_summary_scrambles,pass_summary_spikes,pass_summary_thrown_aways,pass_summary_touchdowns,pass_summary_turnover_worthy_plays,pass_summary_twp_rate,pass_summary_yards,pass_summary_ypa,weight_clean_qbs,opponent_id,year,week,opponent_name,home_team,away_team,home_matchup_id,unique_team_id_y,opp_pass_summary_grades_hands_fumble,opp_pass_summary_grades_offense,opp_pass_summary_grades_pass,opp_pass_summary_grades_run,opp_height_clean_qbs,opp_speed_clean_qbs,opp_hand_size_qbs,opp_arm_length_qbs,opp_bench_qbs,opp_vertical_qbs,opp_broad_jump_qbs,opp_shuttle_qbs,opp_3cone_qbs,opp_explosive_qbs,opp_size_speed_qbs,opp_draft_yr_qbs,opp_round_qbs,opp_selection_qbs,numeric_id_y,opp_pass_summary_player_game_count,opp_pass_summary_accuracy_percent,opp_pass_summary_aimed_passes,opp_pass_summary_attempts,opp_pass_summary_avg_depth_of_target,opp_pass_summary_avg_time_to_throw,opp_pass_summary_bats,opp_pass_summary_big_time_throws,opp_pass_summary_btt_rate,opp_pass_summary_completion_percent,opp_pass_summary_completions,opp_pass_summary_declined_penalties,opp_pass_summary_def_gen_pressures,opp_pass_summary_drop_rate,opp_pass_summary_dropbacks,opp_pass_summary_drops,opp_pass_summary_first_downs,opp_pass_summary_hit_as_threw,opp_pass_summary_interceptions,opp_pass_summary_passing_snaps,opp_pass_summary_penalties,opp_pass_summary_pressure_to_sack_rate,opp_pass_summary_qb_rating,opp_pass_summary_sack_percent,opp_pass_summary_sacks,opp_pass_summary_scrambles,opp_pass_summary_spikes,opp_pass_summary_thrown_aways,opp_pass_summary_touchdowns,opp_pass_summary_turnover_worthy_plays,opp_pass_summary_twp_rate,opp_pass_summary_yards,opp_pass_summary_ypa,opp_weight_clean_qbs,pass_summary_dropbacks_y,fav_homeoraway,team_favorite_id,fav_cover,spread_favorite,over_under_line,starting_spread,Total Score Open,spread_movement,precip,dome,temperature,wind_mph,ou_movement,strong_movement,fav_team_stronger,fav_spread,ats_w,ats_l
ari_2014_1,65.14835169318646,66.15312525499797,65.53524275805793,52.62074500203999,75.16220599538816,4.792527890979829,9.651274783084189,32.098295810484906,18.545910154947613,32.09226682977692,113.41958377148852,4.284043554019799,7.061801000268355,20.090544005209985,0.28824370017342005,2011.3171919036638,2.4429925698180885,58.48936715347169,11693.440391676866,1.0,73.69334965320279,29.321623827009383,31.58200734394125,8.642039983680132,2.680764993880049,0.5449204406364749,1.4441452468380254,4.17062423500612,63.71812321501428,20.217258261933903,0.010852713178294572,11.776948184414524,7.090315789473685,35.08849449204406,1.558139534883721,11.679028967768259,0.36952264381884947,0.7277437780497756,37.37058343533251,0.25565075479396165,17.181308445532434,90.71223990208078,5.887935536515708,2.061893104855161,1.3867401060791515,0.11729906160750712,1.228641370869033,1.4534883720930232,1.2802121583027337,3.527519379844961,229.03035495716034,7.285230518155855,223.58544709198054,lac_2014_1,2014,1,lac,ari,lac,arivslac_2014_1,lac_2014_1,65.05505728810988,65.53353061689052,64.91660975794824,52.00799984824342,75.16369213519141,4.79268335002045,9.651437015578027,32.09638733077661,18.558932746936147,32.08125001856345,113.39689691000322,4.284560817925212,7.063474641270813,20.085168367644272,0.2882847001612381,2011.357920871376,2.5077687009450584,60.999839820599064,11652.129524243113,1.0,73.25877228924804,28.867895894984446,31.101069883906213,8.642321875711358,2.6848691099476443,0.5364595189316336,1.4091357462629943,4.110410501555505,63.137021018286674,19.83124668032476,0.010319447606039912,11.68836785795584,7.242402306700054,34.606419303437285,1.5460201836254648,11.441763411487972,0.36907200849836863,0.7312390924956369,36.837241065331206,0.24979133469914255,17.4055998178921,89.38476363912287,6.0485014037483875,2.070415054252978,1.3802261173078383,0.11510736778207756,1.2125350937096895,1.4091357462629943,1.2924349343652781,3.6459367175051214,224.29660824038243,7.195864633128462,223.6959794970367,34.606419303437285,0.0,ari,no cover,-3.0,47.0,-3.5,44.5,0.5,0.0,1.0,70.0,0.0,1.0,0.0,0.0,-3.0,0.0,1.0
ari_2014_10,78.9528455284553,65.61463414634146,65.24227642276422,29.443333333333335,76.1890243902439,4.7056097560975605,9.560243902439025,32.40243902439025,18.13955619231876,32.35602846850253,113.52270002366075,4.419163066472476,6.895247054202164,20.06389497708202,0.29335613288945833,2004.8536585365853,1.4634146341463417,20.463414634146346,2488.0,1.0,69.26666666666667,29.666666666666668,32.5,10.916666666666666,2.5116666666666667,0.8333333333333333,2.1666666666666665,5.55,54.733333333333334,17.833333333333332,0.16666666666666666,10.0,13.966666666666665,34.166666666666664,2.8333333333333335,11.0,0.5,0.3333333333333333,37.833333333333336,0.3333333333333333,12.8,86.45,4.083333333333333,1.3333333333333335,0.3333333333333333,0.0,1.5,1.5,0.8333333333333333,2.2666666666666666,227.16666666666669,6.85,229.0,lar_2014_10,2014,10,lar,ari,lar,arivslar_2014_10,lar_2014_10,79.83333333333334,55.73333333333332,55.99999999999998,58.199999999999996,75.62666666666667,4.87,9.796666666666667,32.5,18.368602806950875,32.333333333333336,108.0,4.443333333333333,7.266666666666666,19.81844018,0.289305605,2012.6666666666667,2.0,48.666666666666664,7596.0,1.0,67.96666666666665,35.666666666666664,41.0,9.700000000000001,2.823333333333333,0.3333333333333333,1.0,2.066666666666667,56.56666666666666,23.333333333333332,0.0,14.666666666666666,5.3,43.0,1.0,12.666666666666666,1.0,1.3333333333333333,46.333333333333336,0.0,5.8,68.86666666666667,2.033333333333333,0.6666666666666666,1.3333333333333333,0.0,4.0,1.0,2.6666666666666665,5.733333333333333,257.0,6.133333333333333,226.0,43.0,0.0,ari,cover,-7.0,43.5,-7.0,43.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,-7.0,1.0,0.0
ari_2014_11,75.53333333333333,63.63333333333333,64.33333333333333,39.63666666666666,75.25,4.77,9.63,32.0,22.99999969117107,30.5,108.0,4.41,6.769999999999999,19.20363289,0.300983607,2007.0,2.0,43.0,3659.0,1.0,65.73333333333333,19.333333333333332,21.333333333333332,15.266666666666666,2.57,0.6666666666666666,1.3333333333333333,9.433333333333334,52.26666666666667,10.666666666666666,0.0,5.666666666666667,8.9,22.666666666666668,1.3333333333333333,7.333333333333333,0.6666666666666666,0.0,24.333333333333332,0.0,4.166666666666667,99.53333333333335,1.2333333333333334,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,1.0,2.9,149.0,9.633333333333333,226.0,det_2014_11,2014,11,det,ari,det,arivsdet_2014_11,det_2014_11,63.43333333333334,50.66666666666666,50.83333333333332,58.633333333333326,75.37666666666667,4.87,10.213333333333333,32.583333333333336,15.1960775162215,31.166666666666664,107.66666666666667,4.413333333333333,7.076666666666667,19.316927076666666,0.2980355413333333,2012.0,4.666666666666667,136.66666666666666,7140.666666666667,1.0,69.10000000000001,36.666666666666664,41.666666666666664,7.900000000000001,2.8066666666666666,0.0,1.0,1.9666666666666668,56.43333333333334,23.666666666666668,0.0,16.333333333333332,8.333333333333334,45.333333333333336,1.6666666666666667,13.0,1.3333333333333333,2.0,49.0,0.0,15.266666666666666,65.36666666666666,6.333333333333333,2.3333333333333335,1.3333333333333333,0.0,3.6666666666666665,1.3333333333333333,2.6666666666666665,5.333333333333333,276.6666666666667,6.633333333333334,227.66666666666666,45.333333333333336,1.0,det,no cover,-1.0,41.5,-2.5,41.5,3.5,0.0,1.0,70.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
ari_2014_12,75.36666666666667,58.13333333333333,59.5,39.60333333333333,75.25,4.77,9.63,32.0,22.99999969117107,30.5,108.0,4.41,6.77,19.20363289,0.300983607,2007.0,2.0,43.0,3659.0,1.0,67.86666666666666,19.333333333333332,21.0,13.466666666666669,2.52,0.3333333333333333,0.3333333333333333,6.666666666666667,55.96666666666666,11.666666666666666,0.0,6.666666666666667,7.133333333333333,21.666666666666668,1.0,7.333333333333333,0.6666666666666666,0.6666666666666666,23.0,0.3333333333333333,4.166666666666667,97.16666666666667,1.2333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,1.6666666666666667,5.0,169.66666666666666,10.366666666666667,226.0,sea_2014_12,2014,12,sea,sea,ari,seavsari_2014_12,sea_2014_12,62.10000000000001,43.833333333333336,44.93333333333333,35.10333333333333,74.46,4.796666666666667,10.003333333333334,32.25,17.837118485904195,31.166666666666668,106.0,4.343333333333333,7.05,19.343322036666667,0.29333608766666663,2010.9999999999998,4.0,107.66666666666667,6419.0,1.0,68.26666666666667,29.333333333333332,31.0,7.2,2.8433333333333333,0.0,1.0,3.0,57.06666666666666,17.666666666666668,0.0,15.0,11.666666666666666,35.666666666666664,2.3333333333333335,8.333333333333334,1.0,1.6666666666666667,39.0,0.0,23.099999999999998,61.333333333333336,10.266666666666667,3.6666666666666665,1.0,0.0,0.6666666666666666,0.6666666666666666,2.0,5.133333333333334,199.33333333333334,6.433333333333334,221.66666666666666,35.666666666666664,0.0,sea,cover,-7.5,41.5,-7.0,43.0,-0.5,1.0,0.0,57.0,6.0,-1.0,0.0,1.0,-7.5,1.0,0.0
ari_2014_13,75.96666666666667,61.666666666666664,61.90000000000001,61.9,75.25,4.77,9.63,32.0,22.99999969117107,30.5,108.0,4.41,6.77,19.20363289,0.300983607,2007.0,2.0,43.0,3659.0,1.0,72.56666666666666,19.666666666666668,21.0,13.466666666666669,2.6966666666666668,0.6666666666666666,0.3333333333333333,6.666666666666667,59.79999999999999,12.666666666666666,0.0,8.0,7.3999999999999995,23.333333333333332,1.3333333333333333,8.333333333333334,0.6666666666666666,1.0,26.0,0.3333333333333333,8.333333333333334,96.66666666666667,3.1333333333333333,1.0,1.3333333333333333,0.0,0.0,1.0,1.6666666666666667,4.7,180.0,10.766666666666666,226.0,atl_2014_13,2014,13,atl,atl,ari,atlvsari_2014_13,atl_2014_13,62.23333333333335,58.333333333333336,55.16666666666666,46.20333333333334,72.83666666666666,4.676666666666667,10.21,32.0,17.022747167512566,31.833333333333336,111.33333333333333,4.223333333333334,6.920000000000001,20.18430004,0.280554225,2011.0000000000002,4.666666666666667,125.33333333333333,6435.333333333333,1.0,75.86666666666667,25.666666666666668,27.333333333333332,7.166666666666667,3.0833333333333335,0.6666666666666666,1.0,3.0,64.66666666666667,17.333333333333332,0.0,16.666666666666668,8.333333333333334,34.333333333333336,1.6666666666666667,9.0,0.3333333333333333,1.0,36.666666666666664,0.0,34.06666666666667,83.36666666666666,16.633333333333333,5.666666666666667,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.4333333333333336,208.66666666666666,7.8,216.0,34.333333333333336,1.0,ari,no cover,-1.5,45.0,-1.0,44.5,2.5,0.0,1.0,70.0,0.0,1.0,0.0,0.0,-1.5,1.0,0.0
ari_2014_14,79.16666666666667,52.36666666666667,52.0,62.06666666666668,75.25,4.77,9.63,32.0,22.99999969117107,30.5,108.0,4.41,6.77,19.20363289,0.300983607,2007.0000000000002,2.0,43.0,3659.0,1.0,71.10000000000001,29.666666666666668,32.333333333333336,10.633333333333335,2.603333333333333,1.0,0.3333333333333333,0.7999999999999999,60.29999999999999,19.666666666666668,0.0,11.0,7.3999999999999995,34.666666666666664,1.3333333333333333,12.333333333333334,1.6666666666666667,1.6666666666666667,38.333333333333336,0.3333333333333333,8.333333333333334,72.73333333333333,3.1333333333333333,1.0,1.3333333333333333,0.0,0.0,1.0,2.6666666666666665,7.033333333333334,249.66666666666666,7.6000000000000005,226.0,kc_2014_14,2014,14,kc,ari,kc,arivskc_2014_14,kc_2014_14,79.33333333333333,66.33333333333333,62.76666666666665,46.87,73.87666666666667,4.760000000000001,9.916666666666666,32.29333333333333,17.99646540195583,34.16666723171705,114.66666666666667,4.3566666666666665,7.1433333333333335,21.67315380208558,0.27697534500000004,2009.6666666666665,1.6666666666666667,26.333333333333332,5439.333333333333,1.0,78.73333333333333,29.666666666666668,31.0,7.766666666666667,2.9066666666666663,0.6666666666666666,1.3333333333333333,3.6,70.16666666666667,21.666666666666668,0.0,15.333333333333334,5.433333333333334,36.333333333333336,1.3333333333333333,11.333333333333334,0.0,0.6666666666666666,38.333333333333336,0.0,24.333333333333332,97.0,12.0,4.0,1.3333333333333333,0.0,0.6666666666666666,1.0,1.0,2.5333333333333337,251.66666666666666,8.166666666666666,219.0,36.333333333333336,1.0,kc,no cover,-2.5,41.0,0.0,41.5,2.5,0.0,1.0,70.0,0.0,0.0,0.0,0.0,-2.5,1.0,0.0
ari_2014_15,63.7125382666233,57.10321110585754,56.30951148806682,57.16386211960387,75.20646169979958,4.781171902736395,9.640550468642061,32.048746295652606,20.791153105290494,31.2896278514746,110.68764896017248,4.3475364003326895,6.91470828167181,19.643464773234243,0.2946657053346941,2009.140957095596,2.219686339364161,50.68139829164856,7676.220195838433,1.0,70.31334149326807,29.16081191350469,31.624337005303957,9.7543533251734,2.7103824969400243,0.6057935536515708,1.2220726234190127,3.4686454508363935,59.40906160750714,18.941962464300286,0.005426356589147286,11.555140758873929,8.295157894736843,35.37758057935537,1.612403100775194,11.506181150550796,1.018094655242758,0.8638718890248878,38.51862505099959,0.2944920440636475,15.790654222766218,81.17278661770706,5.460634434924521,1.8642798857609137,1.8600367197062426,0.05864953080375356,0.7809873521011831,1.0600775193798448,1.9734394124847001,5.097093023255814,228.18184414524683,7.175948592411261,224.79272354599027,lar_2014_15,2014,15,lar,lar,ari,larvsari_2014_15,lar_2014_15,80.03333333333335,68.86666666666666,64.96666666666665,67.26666666666667,74.50333333333333,4.750000000000001,9.626666666666667,31.793333333333337,16.996465623906136,34.66666723171705,116.66666666666667,4.1866666666666665,7.0633333333333335,21.628844735418912,0.2665962466666667,2008.3333333333333,1.6666666666666665,26.33333333333333,4537.333333333333,1.0,84.13333333333334,31.333333333333332,34.0,6.8,2.9500000000000006,1.0,0.6666666666666666,1.5666666666666667,72.4,24.333333333333332,0.0,17.666666666666668,5.533333333333334,40.666666666666664,1.6666666666666667,14.333333333333334,0.0,0.6666666666666666,42.333333333333336,0.0,23.433333333333337,104.73333333333333,11.6,4.333333333333333,2.3333333333333335,0.0,1.6666666666666667,1.3333333333333333,1.0,2.1,288.3333333333333,8.633333333333333,216.33333333333334,40.666666666666664,0.0,lar,no cover,-6.0,40.5,-3.0,40.5,-3.0,0.0,1.0,70.0,0.0,0.0,1.0,1.0,-6.0,0.0,1.0
ari_2014_16,71.4,48.8,48.65,0.01,76.94,4.735,10.440000000000001,33.44,21.500000613588384,32.5,112.0,4.3149999999999995,7.284999999999999,21.396744005,0.281599427,2013.0,5.0,152.5,7964.5,1.0,45.0,8.0,9.0,9.65,2.625,0.0,0.0,0.0,26.25,2.5,0.0,3.5,33.35,10.0,1.0,1.0,0.0,0.0,10.0,0.0,20.0,78.4,10.0,1.0,0.0,0.0,1.0,0.5,0.5,5.0,55.5,6.55,238.5,sea_2014_16,2014,16,sea,ari,sea,arivssea_2014_16,sea_2014_16,80.00723514211886,63.740310077519375,62.084366925064586,65.13604651162791,72.96713586814131,4.665414285088062,9.941438461518905,31.565191918578638,18.288131679898665,33.010876947554024,115.62708251562181,4.190296855752144,7.018186539879915,20.85694871277786,0.2714458977575375,2011.6690057205153,2.7462528574639253,67.78286316333207,3056.6666666666665,1.0,74.98333333333333,33.666666666666664,38.0,8.066666666666666,2.7300000000000004,1.5,1.6666666666666665,4.566666666666667,62.28333333333333,23.666666666666664,0.0,19.0,6.083333333333334,43.0,1.6666666666666665,13.833333333333332,0.3333333333333333,0.8333333333333333,44.83333333333333,0.0,12.866666666666667,86.58333333333333,5.966666666666667,2.6666666666666665,2.333333333333333,0.16666666666666666,2.333333333333333,1.0,1.3333333333333333,2.95,290.66666666666663,7.75,213.84798974851833,43.0,1.0,sea,cover,-9.5,36.5,-7.5,39.5,2.0,0.0,1.0,70.0,0.0,-3.0,0.0,0.0,-9.5,0.0,1.0
ari_2014_17,51.300000000000004,38.1,38.75,0.009999999999999998,75.75,4.86,10.0,32.63,24.0,29.5,108.0,4.45,7.52,18.35010662,0.31559322,2012.0,6.0,185.0,7174.0,1.0,42.6,26.0,27.0,12.3,2.285,0.5,1.0,2.15,40.45,11.0,0.0,12.5,2.65,29.0,0.5,6.5,0.0,0.5,30.5,0.0,8.7,47.55,4.15,2.0,0.0,0.0,0.5,0.0,2.5,8.9,123.0,3.95,229.0,sf_2014_17,2014,17,sf,sf,ari,sfvsari_2014_17,sf_2014_17,73.06666666666668,69.5,67.03333333333332,49.63666666666666,74.0,4.7,9.38,31.75,21.999999999999996,31.5,107.0,4.38,7.4,20.46866015,0.288253968,2006.0,2.0,64.0,3780.3333333333335,1.0,80.16666666666667,20.0,23.666666666666668,6.666666666666667,2.5700000000000003,1.3333333333333333,2.0,5.933333333333334,71.93333333333334,13.666666666666666,0.0,11.666666666666666,1.5999999999999999,26.333333333333332,0.3333333333333333,8.666666666666666,0.3333333333333333,0.3333333333333333,27.0,0.0,5.603333333333333,86.89999999999999,2.533333333333333,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.7,189.33333333333334,5.6000000000000005,226.0,26.333333333333332,0.0,sf,no cover,-6.0,37.5,-4.5,36.5,-1.5,0.0,0.0,56.0,5.0,1.5,0.0,1.0,-6.0,0.0,1.0
ari_2014_2,65.14835169318646,66.15312525499797,65.53524275805793,52.62074500203999,75.16220599538816,4.792527890979829,9.651274783084189,32.098295810484906,18.545910154947613,32.09226682977692,113.41958377148852,4.284043554019799,7.061801000268355,20.090544005209985,0.28824370017342005,2011.3171919036638,2.4429925698180885,58.48936715347169,11693.440391676866,1.0,73.69334965320279,29.321623827009383,31.58200734394125,8.642039983680132,2.680764993880049,0.5449204406364749,1.4441452468380254,4.17062423500612,63.71812321501428,20.217258261933903,0.010852713178294572,11.776948184414524,7.090315789473685,35.08849449204406,1.558139534883721,11.679028967768259,0.36952264381884947,0.7277437780497756,37.37058343533251,0.25565075479396165,17.181308445532434,90.71223990208078,5.887935536515708,2.061893104855161,1.3867401060791515,0.11729906160750712,1.228641370869033,1.4534883720930232,1.2802121583027337,3.527519379844961,229.03035495716034,7.285230518155855,223.58544709198054,nyg_2014_2,2014,2,nyg,nyg,ari,nygvsari_2014_2,nyg_2014_2,28.4,58.3,61.60000000000001,45.9,77.0,5.08,9.25,32.13,13.944187599541664,33.804163680509625,119.00603422003172,4.419940060856957,7.001988451726544,20.5197978686824,0.2819437095434771,2004.0,1.0,4.0,1725.0,1.0,77.1,35.0,36.0,9.7,2.56,1.0,2.0,5.4,58.3,21.0,0.0,12.0,22.2,37.0,6.0,10.0,0.0,1.0,38.0,0.0,0.0,75.9,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.3,238.0,6.6,229.0,37.0,0.0,nyg,no cover,-1.0,41.5,-2.0,45.0,1.0,0.0,0.0,71.0,5.0,-3.5,0.0,0.0,-1.0,0.0,1.0
